interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
DLL4_NOTCH2,simple:Q9NR61,simple:Q04721,DLL4,NOTCH2,Ligand-Receptor,Signaling by Notch,Endothelial cell lymphatic|Fibroblast peribronchial,0.633
EFNA5_EPHA2,simple:P52803,simple:P29317,EFNA5,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Fibroblast peribronchial,0.704
APP_FPR2,simple:P05067,simple:P25090,APP,FPR2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Fibroblast peribronchial,0.65
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Endothelial cell lymphatic|Fibroblast peribronchial,0.604
APLN_APLNR,simple:Q9ULZ1,simple:P35414,APLN,APLNR,Ligand-Receptor,Signaling by Apelin,Endothelial cell venous|Fibroblast peribronchial,0.653
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,Endothelial cell venous|Fibroblast peribronchial,0.646
CHL1_CHL1,simple:O00533,simple:O00533,CHL1,CHL1,Adhesion-Adhesion,,Endothelial cell venous|Fibroblast peribronchial,0.736
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell venous|Fibroblast peribronchial,0.731
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.732
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.671
DLL4_NOTCH3,simple:Q9NR61,simple:Q9UM47,DLL4,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Fibroblast peribronchial,0.775
PGF_NRP1,simple:P49763,simple:O14786,PGF,NRP1,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell venous|Fibroblast peribronchial,0.713
JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Fibroblast peribronchial,0.759
DLK1_NOTCH3,simple:P80370,simple:Q9UM47,DLK1,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Fibroblast peribronchial,0.664
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Fibroblast peribronchial,0.608
GJC1_GJC1,simple:P36383,simple:P36383,GJC1,GJC1,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.551
CSF3_CSF3R,simple:P09919,simple:Q99062,CSF3,CSF3R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Endothelial cell venous|Fibroblast peribronchial,0.624
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Endothelial cell venous|Fibroblast peribronchial,0.517
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Endothelial cell venous|Fibroblast peribronchial,0.663
CCL15_CCR1,simple:Q16663,simple:P32246,CCL15,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Fibroblast peribronchial,0.614
CCL23_CCR1,simple:P55773,simple:P32246,CCL23,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Fibroblast peribronchial,0.599
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Endothelial cell venous|Fibroblast peribronchial,0.772
JAG1_VASN,simple:P78504,simple:Q6EMK4,JAG1,VASN,Ligand-Receptor,,Endothelial cell venous|Fibroblast peribronchial,0.758
Prostacyclin_byPTGIS_PTGIR,complex:Prostacyclin_byPTGIS,simple:P43119,,PTGIR,Ligand-Receptor,,Endothelial cell venous|Fibroblast peribronchial,0.65
EDN1_EDNRA,simple:P05305,simple:P25101,EDN1,EDNRA,Ligand-Receptor,Signaling by Endothelin,Endothelial cell venous|Fibroblast peribronchial,0.774
PDGFB_PDGFRB,simple:P01127,simple:P09619,PDGFB,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Fibroblast peribronchial,0.777
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Fibroblast peribronchial,0.728
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,Endothelial cell venous|Fibroblast peribronchial,0.623
AGRN_PTPRS,simple:O00468,simple:Q13332,AGRN,PTPRS,Ligand-Receptor,Signaling by Agrin,Endothelial cell venous|Fibroblast peribronchial,0.663
CADM3_CADM1,simple:Q8N126,simple:Q9BY67,CADM3,CADM1,Adhesion-Adhesion,Adhesion by CADM,Endothelial cell venous|Fibroblast peribronchial,0.639
GJA1_GJA5,simple:P17302,simple:P36382,GJA1,GJA5,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.771
GAS6_AXL,simple:Q14393,simple:P30530,GAS6,AXL,Ligand-Receptor,Signaling by Growth arrest,Endothelial cell venous|Fibroblast peribronchial,0.703
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Endothelial cell venous|Fibroblast peribronchial,0.611
EFNB2_EPHB3,simple:P52799,simple:P54753,EFNB2,EPHB3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell venous|Fibroblast peribronchial,0.773
EFNA1_EPHA3,simple:P20827,simple:P29320,EFNA1,EPHA3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell venous|Fibroblast peribronchial,0.72
CCL14_CCR1,simple:Q16627,simple:P32246,CCL14,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Fibroblast peribronchial,0.616
EFNA1_EPHA2,simple:P20827,simple:P29317,EFNA1,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell venous|Fibroblast peribronchial,0.649
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.672
LeukotrieneE4_byDPEP1_CYSLTR2,complex:LeukotrieneE4_byDPEP1,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Endothelial cell venous|Fibroblast peribronchial,0.633
NLGN2_NRXN2,simple:Q8NFZ4,simple:P58401,NLGN2,NRXN2,Ligand-Receptor,Signaling by Neuroligin,Endothelial cell venous|Fibroblast peribronchial,0.683
PTHLH_PTH1R,simple:P12272,simple:Q03431,PTHLH,PTH1R,Ligand-Receptor,Signaling by Parathyroid hormone,Endothelial cell venous|Fibroblast peribronchial,0.66
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Endothelial cell venous|Fibroblast peribronchial,0.644
PDGFD_PDGFRB,simple:Q9GZP0,simple:P09619,PDGFD,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Fibroblast peribronchial,0.708
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Fibroblast peribronchial,0.783
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Endothelial cell venous|Fibroblast peribronchial,0.604
HBEGF_EGFR,simple:Q99075,simple:P00533,HBEGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Endothelial cell venous|Fibroblast peribronchial,0.645
GJA1_GJA1,simple:P17302,simple:P17302,GJA1,GJA1,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Fibroblast peribronchial,0.772
APP_TNFRSF21,simple:P05067,simple:O75509,APP,TNFRSF21,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell venous|Fibroblast peribronchial,0.689
TNFSF10_TNFRSF11B,simple:P50591,simple:O00300,TNFSF10,TNFRSF11B,Ligand-Receptor,Signaling by Tumor necrosis factor,Endothelial cell venous|Fibroblast peribronchial,0.672
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Endothelial cell venous|Fibroblast peribronchial,0.638
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Endothelial cell venous|Fibroblast peribronchial,0.603
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Endothelial cell venous|Fibroblast peribronchial,0.557
PDGFD_PDGFR_complex,simple:Q9GZP0,complex:PDGFR_complex,PDGFD,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Fibroblast peribronchial,0.708
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,Endothelial cell venous|Fibroblast peribronchial,0.524
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Fibroblast peribronchial,0.777
ProstaglandinF2a_byAKR1B1_PTGFR,complex:ProstaglandinF2a_byAKR1B1,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Endothelial cell venous|Fibroblast peribronchial,0.598
CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,CDH7,CDH7,Adhesion-Adhesion,Adhesion by Cadherin,Endothelial cell venous|Fibroblast peribronchial,0.643
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,Endothelial cell venous|Fibroblast peribronchial,0.715
DLL4_NOTCH2,simple:Q9NR61,simple:Q04721,DLL4,NOTCH2,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Fibroblast peribronchial,0.744
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Endothelial cell venous|Fibroblast peribronchial,0.618
CCL19_CCR7,simple:Q99731,simple:P32248,CCL19,CCR7,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Fibroblast peribronchial,0.609
CCL2_ACKR1,simple:P13500,simple:Q16570,CCL2,ACKR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Fibroblast peribronchial,0.622
DHEAsulfate_bySULT1E1_PPARG,complex:DHEAsulfate_bySULT1E1,simple:P37231,,PPARG,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Fibroblast alveolar|Fibroblast peribronchial,0.631
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,Fibroblast alveolar|Fibroblast peribronchial,0.814
CHL1_CHL1,simple:O00533,simple:O00533,CHL1,CHL1,Adhesion-Adhesion,,Fibroblast alveolar|Fibroblast peribronchial,0.751
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Fibroblast peribronchial,0.605
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.76
TENM2_ADGRL2,simple:Q9NT68,simple:O95490,TENM2,ADGRL2,Ligand-Receptor,Signaling by Teneurin,Fibroblast alveolar|Fibroblast peribronchial,0.679
WNT2_SFRP4,simple:P09544,simple:Q6FHJ7,WNT2,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.801
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Fibroblast alveolar|Fibroblast peribronchial,0.69
AGT_AGTR1,simple:P01019,simple:P30556,AGT,AGTR1,Ligand-Receptor,Signaling by Angiotensinogen,Fibroblast alveolar|Fibroblast peribronchial,0.699
TENM1_ADGRL2,simple:Q9UKZ4,simple:O95490,TENM1,ADGRL2,Ligand-Receptor,Signaling by Teneurin,Fibroblast alveolar|Fibroblast peribronchial,0.67
CCL19_CCRL2,simple:Q99731,simple:O00421,CCL19,CCRL2,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Fibroblast peribronchial,0.605
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,Fibroblast alveolar|Fibroblast peribronchial,0.627
PGF_NRP1,simple:P49763,simple:O14786,PGF,NRP1,Ligand-Receptor,Signaling by Placenta growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.742
ProstaglandinE2_byPTGES_PTGER1,complex:ProstaglandinE2_byPTGES,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.722
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Fibroblast peribronchial,0.599
WNT5B_SFRP4,simple:Q9H1J7,simple:Q6FHJ7,WNT5B,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.688
JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Fibroblast peribronchial,0.741
DLK1_NOTCH3,simple:P80370,simple:Q9UM47,DLK1,NOTCH3,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Fibroblast peribronchial,0.634
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.634
CXCL12_DPP4,simple:P48061,simple:P27487,CXCL12,DPP4,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Fibroblast peribronchial,0.656
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.648
LRFN5_PTPRF,simple:Q96NI6,simple:P10586,LRFN5,PTPRF,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,Fibroblast alveolar|Fibroblast peribronchial,0.72
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.713
SEMA3C_NRP2,simple:Q99985,simple:O60462,SEMA3C,NRP2,Ligand-Receptor,Signaling by Semaphorin,Fibroblast alveolar|Fibroblast peribronchial,0.731
APELA_APLNR,simple:P0DMC3,simple:P35414,APELA,APLNR,Ligand-Receptor,Signaling by Apelin,Fibroblast alveolar|Fibroblast peribronchial,0.536
LRFN5_PTPRS,simple:Q96NI6,simple:Q13332,LRFN5,PTPRS,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,Fibroblast alveolar|Fibroblast peribronchial,0.7
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Fibroblast peribronchial,0.601
SLIT2_ROBO2,simple:O94813,simple:Q9HCK4,SLIT2,ROBO2,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,Fibroblast alveolar|Fibroblast peribronchial,0.753
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Fibroblast alveolar|Fibroblast peribronchial,0.715
JAG1_VASN,simple:P78504,simple:Q6EMK4,JAG1,VASN,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.74
WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,WNT5B,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.566
CCL11_DPP4,simple:P51671,simple:P27487,CCL11,DPP4,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Fibroblast peribronchial,0.652
WNT5B_SFRP2,simple:Q9H1J7,simple:Q96HF1,WNT5B,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.691
Prostacyclin_byPTGIS_PTGIR,complex:Prostacyclin_byPTGIS,simple:P43119,,PTGIR,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.756
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.588
WNT2_FRZB,simple:P09544,simple:Q92765,WNT2,FRZB,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.741
FGF1_FGFR1,simple:P05230,simple:P11362,FGF1,FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.654
WNT2_SFRP2,simple:P09544,simple:Q96HF1,WNT2,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.805
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Fibroblast peribronchial,0.709
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,Fibroblast alveolar|Fibroblast peribronchial,0.62
RARRES2_CMKLR1,simple:Q99969,simple:Q99788,RARRES2,CMKLR1,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast alveolar|Fibroblast peribronchial,0.644
CADM3_CADM1,simple:Q8N126,simple:Q9BY67,CADM3,CADM1,Adhesion-Adhesion,Adhesion by CADM,Fibroblast alveolar|Fibroblast peribronchial,0.652
HGF_MET,simple:P14210,simple:P08581,HGF,MET,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.637
GJA1_GJA5,simple:P17302,simple:P36382,GJA1,GJA5,Gap-Gap,Adhesion by GAP junction,Fibroblast alveolar|Fibroblast peribronchial,0.663
WNT5A_SFRP4,simple:P41221,simple:Q6FHJ7,WNT5A,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.662
TSLP_TSLPR,simple:Q969D9,complex:TSLPR,TSLP,,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.6
GAS6_AXL,simple:Q14393,simple:P30530,GAS6,AXL,Ligand-Receptor,Signaling by Growth arrest,Fibroblast alveolar|Fibroblast peribronchial,0.735
OXT_OXTR,simple:P01178,simple:P30559,OXT,OXTR,Ligand-Receptor,Signaling by Oxytocin,Fibroblast alveolar|Fibroblast peribronchial,0.697
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Fibroblast alveolar|Fibroblast peribronchial,0.721
atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Fibroblast alveolar|Fibroblast peribronchial,0.575
THY1_ADGRE2,simple:P04216,simple:Q9UHX3,THY1,ADGRE2,Adhesion-Adhesion,Adhesion by antigen THY1,Fibroblast alveolar|Fibroblast peribronchial,0.654
WNT5A_SFRP2,simple:P41221,simple:Q96HF1,WNT5A,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.665
atRetinoicAcid_byALDH1A3_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Fibroblast alveolar|Fibroblast peribronchial,0.725
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,Fibroblast alveolar|Fibroblast peribronchial,0.628
LeukotrieneE4_byDPEP1_CYSLTR2,complex:LeukotrieneE4_byDPEP1,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast alveolar|Fibroblast peribronchial,0.636
NLGN2_NRXN2,simple:Q8NFZ4,simple:P58401,NLGN2,NRXN2,Ligand-Receptor,Signaling by Neuroligin,Fibroblast alveolar|Fibroblast peribronchial,0.766
PTHLH_PTH1R,simple:P12272,simple:Q03431,PTHLH,PTH1R,Ligand-Receptor,Signaling by Parathyroid hormone,Fibroblast alveolar|Fibroblast peribronchial,0.722
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.642
EFNA5_EPHA3,simple:P52803,simple:P29320,EFNA5,EPHA3,Ligand-Receptor,Signaling by Ephrin,Fibroblast alveolar|Fibroblast peribronchial,0.648
PDGFD_PDGFRB,simple:Q9GZP0,simple:P09619,PDGFD,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.665
PODXL2_SELL,simple:Q9NZ53,simple:P14151,PODXL2,SELL,Ligand-Receptor,Signaling by Podocalyxin-like protein,Fibroblast alveolar|Fibroblast peribronchial,0.602
RARRES2_CCRL2,simple:Q99969,simple:O00421,RARRES2,CCRL2,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast alveolar|Fibroblast peribronchial,0.623
SLITRK6_PTPRS,simple:Q9H5Y7,simple:Q13332,SLITRK6,PTPRS,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,Fibroblast alveolar|Fibroblast peribronchial,0.683
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.773
GJA1_GJA1,simple:P17302,simple:P17302,GJA1,GJA1,Gap-Gap,Adhesion by GAP junction,Fibroblast alveolar|Fibroblast peribronchial,0.664
WNT2_SFRP1,simple:P09544,simple:Q8N474,WNT2,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.679
APP_TNFRSF21,simple:P05067,simple:O75509,APP,TNFRSF21,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Fibroblast alveolar|Fibroblast peribronchial,0.656
TGFB3_TGFBR3,simple:P10600,simple:Q03167,TGFB3,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.631
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Fibroblast alveolar|Fibroblast peribronchial,0.613
PODXL2_SELP,simple:Q9NZ53,simple:P16109,PODXL2,SELP,Ligand-Receptor,Signaling by Podocalyxin-like protein,Fibroblast alveolar|Fibroblast peribronchial,0.639
PDGFD_PDGFR_complex,simple:Q9GZP0,complex:PDGFR_complex,PDGFD,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.665
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,Fibroblast alveolar|Fibroblast peribronchial,0.524
PTN_PTPRZ1,simple:P21246,simple:P23471,PTN,PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,Fibroblast alveolar|Fibroblast peribronchial,0.622
PTPRS_NTRK3,simple:Q13332,simple:Q16288,PTPRS,NTRK3,Receptor-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.669
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Fibroblast alveolar|Fibroblast peribronchial,0.615
ProstaglandinF2a_byAKR1B1_PTGFR,complex:ProstaglandinF2a_byAKR1B1,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Fibroblast peribronchial,0.674
WNT2_SFRP5,simple:P09544,simple:Q5T4F7,WNT2,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.678
WNT5B_SFRP5,simple:Q9H1J7,simple:Q5T4F7,WNT5B,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.565
WNT2_WIF1,simple:P09544,simple:Q9Y5W5,WNT2,WIF1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Fibroblast peribronchial,0.656
EDN3_EDNRA,simple:P14138,simple:P25101,EDN3,EDNRA,Ligand-Receptor,Signaling by Endothelin,Fibroblast alveolar|Fibroblast peribronchial,0.657
PODXL2_SELE,simple:Q9NZ53,simple:P16581,PODXL2,SELE,Ligand-Receptor,Signaling by Podocalyxin-like protein,Fibroblast alveolar|Fibroblast peribronchial,0.641
PI16_TNFRSF21,simple:Q6UXB8,simple:O75509,PI16,TNFRSF21,Ligand-Receptor,,Fibroblast alveolar|Fibroblast peribronchial,0.584
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Fibroblast alveolar|Fibroblast peribronchial,0.601
